value,total_points,GW,first_name,second_name,date,squad_number,team
65,1,11,Danny,Welbeck,03/11/2018,23,Arsenal
65,0,12,Danny,Welbeck,11/11/2018,23,Arsenal
65,0,13,Danny,Welbeck,25/11/2018,23,Arsenal
65,0,14,Danny,Welbeck,02/12/2018,23,Arsenal
65,0,15,Danny,Welbeck,05/12/2018,23,Arsenal
65,0,16,Danny,Welbeck,08/12/2018,23,Arsenal
65,0,17,Danny,Welbeck,16/12/2018,23,Arsenal
65,0,18,Danny,Welbeck,22/12/2018,23,Arsenal
65,0,19,Danny,Welbeck,26/12/2018,23,Arsenal
65,0,20,Danny,Welbeck,29/12/2018,23,Arsenal
65,0,21,Danny,Welbeck,01/01/2019,23,Arsenal
64,0,22,Danny,Welbeck,12/01/2019,23,Arsenal
64,0,23,Danny,Welbeck,19/01/2019,23,Arsenal
64,0,24,Danny,Welbeck,29/01/2019,23,Arsenal
64,0,25,Danny,Welbeck,03/02/2019,23,Arsenal
64,0,26,Danny,Welbeck,09/02/2019,23,Arsenal
64,0,27,Danny,Welbeck,24/02/2019,23,Arsenal
64,0,28,Danny,Welbeck,27/02/2019,23,Arsenal
64,0,29,Danny,Welbeck,02/03/2019,23,Arsenal
64,0,30,Danny,Welbeck,10/03/2019,23,Arsenal
64,0,32,Danny,Welbeck,01/04/2019,23,Arsenal
64,0,33,Danny,Welbeck,07/04/2019,23,Arsenal
64,0,34,Danny,Welbeck,15/04/2019,23,Arsenal
64,0,35,Danny,Welbeck,21/04/2019,23,Arsenal
64,0,35,Danny,Welbeck,24/04/2019,23,Arsenal
64,0,36,Danny,Welbeck,28/04/2019,23,Arsenal
64,0,37,Danny,Welbeck,05/05/2019,23,Arsenal
64,0,38,Danny,Welbeck,12/05/2019,23,Arsenal
55,1,1,Granit,Xhaka,12/08/2018,34,Arsenal
55,0,2,Granit,Xhaka,18/08/2018,34,Arsenal
54,2,3,Granit,Xhaka,25/08/2018,34,Arsenal
54,4,4,Granit,Xhaka,02/09/2018,34,Arsenal
53,9,5,Granit,Xhaka,15/09/2018,34,Arsenal
53,3,6,Granit,Xhaka,23/09/2018,34,Arsenal
53,3,7,Granit,Xhaka,29/09/2018,34,Arsenal
53,2,8,Granit,Xhaka,07/10/2018,34,Arsenal
53,1,9,Granit,Xhaka,22/10/2018,34,Arsenal
53,7,10,Granit,Xhaka,28/10/2018,34,Arsenal
53,2,11,Granit,Xhaka,03/11/2018,34,Arsenal
53,2,12,Granit,Xhaka,11/11/2018,34,Arsenal
53,2,13,Granit,Xhaka,25/11/2018,34,Arsenal
53,4,14,Granit,Xhaka,02/12/2018,34,Arsenal
53,0,15,Granit,Xhaka,05/12/2018,34,Arsenal
53,2,16,Granit,Xhaka,08/12/2018,34,Arsenal
53,2,17,Granit,Xhaka,16/12/2018,34,Arsenal
53,2,18,Granit,Xhaka,22/12/2018,34,Arsenal
53,2,19,Granit,Xhaka,26/12/2018,34,Arsenal
53,1,20,Granit,Xhaka,29/12/2018,34,Arsenal
53,10,21,Granit,Xhaka,01/01/2019,34,Arsenal
53,1,22,Granit,Xhaka,12/01/2019,34,Arsenal
53,3,23,Granit,Xhaka,19/01/2019,34,Arsenal
53,0,24,Granit,Xhaka,29/01/2019,34,Arsenal
53,0,25,Granit,Xhaka,03/02/2019,34,Arsenal
53,0,26,Granit,Xhaka,09/02/2019,34,Arsenal
52,3,27,Granit,Xhaka,24/02/2019,34,Arsenal
52,0,28,Granit,Xhaka,27/02/2019,34,Arsenal
52,1,29,Granit,Xhaka,02/03/2019,34,Arsenal
52,11,30,Granit,Xhaka,10/03/2019,34,Arsenal
52,0,32,Granit,Xhaka,01/04/2019,34,Arsenal
52,0,33,Granit,Xhaka,07/04/2019,34,Arsenal
52,3,34,Granit,Xhaka,15/04/2019,34,Arsenal
52,0,35,Granit,Xhaka,21/04/2019,34,Arsenal
52,4,35,Granit,Xhaka,24/04/2019,34,Arsenal
52,2,36,Granit,Xhaka,28/04/2019,34,Arsenal
52,1,37,Granit,Xhaka,05/05/2019,34,Arsenal
52,0,38,Granit,Xhaka,12/05/2019,34,Arsenal
70,2,1,Henrikh,Mkhitaryan,12/08/2018,7,Arsenal
70,12,2,Henrikh,Mkhitaryan,18/08/2018,7,Arsenal
71,2,3,Henrikh,Mkhitaryan,25/08/2018,7,Arsenal
72,1,4,Henrikh,Mkhitaryan,02/09/2018,7,Arsenal
72,1,5,Henrikh,Mkhitaryan,15/09/2018,7,Arsenal
71,0,6,Henrikh,Mkhitaryan,23/09/2018,7,Arsenal
70,0,7,Henrikh,Mkhitaryan,29/09/2018,7,Arsenal
69,2,8,Henrikh,Mkhitaryan,07/10/2018,7,Arsenal
69,2,9,Henrikh,Mkhitaryan,22/10/2018,7,Arsenal
68,0,10,Henrikh,Mkhitaryan,28/10/2018,7,Arsenal
68,2,11,Henrikh,Mkhitaryan,03/11/2018,7,Arsenal
67,8,12,Henrikh,Mkhitaryan,11/11/2018,7,Arsenal
67,2,13,Henrikh,Mkhitaryan,25/11/2018,7,Arsenal
67,1,14,Henrikh,Mkhitaryan,02/12/2018,7,Arsenal
67,1,15,Henrikh,Mkhitaryan,05/12/2018,7,Arsenal
67,1,16,Henrikh,Mkhitaryan,08/12/2018,7,Arsenal
67,14,17,Henrikh,Mkhitaryan,16/12/2018,7,Arsenal
67,0,18,Henrikh,Mkhitaryan,22/12/2018,7,Arsenal
67,0,19,Henrikh,Mkhitaryan,26/12/2018,7,Arsenal
67,0,20,Henrikh,Mkhitaryan,29/12/2018,7,Arsenal
67,0,21,Henrikh,Mkhitaryan,01/01/2019,7,Arsenal
67,0,22,Henrikh,Mkhitaryan,12/01/2019,7,Arsenal
67,0,23,Henrikh,Mkhitaryan,19/01/2019,7,Arsenal
67,0,24,Henrikh,Mkhitaryan,29/01/2019,7,Arsenal
67,0,25,Henrikh,Mkhitaryan,03/02/2019,7,Arsenal
67,3,26,Henrikh,Mkhitaryan,09/02/2019,7,Arsenal
67,14,27,Henrikh,Mkhitaryan,24/02/2019,7,Arsenal
67,16,28,Henrikh,Mkhitaryan,27/02/2019,7,Arsenal
68,1,29,Henrikh,Mkhitaryan,02/03/2019,7,Arsenal
68,0,30,Henrikh,Mkhitaryan,10/03/2019,7,Arsenal
68,1,32,Henrikh,Mkhitaryan,01/04/2019,7,Arsenal
68,2,33,Henrikh,Mkhitaryan,07/04/2019,7,Arsenal
68,3,34,Henrikh,Mkhitaryan,15/04/2019,7,Arsenal
67,0,35,Henrikh,Mkhitaryan,21/04/2019,7,Arsenal
67,1,35,Henrikh,Mkhitaryan,24/04/2019,7,Arsenal
67,2,36,Henrikh,Mkhitaryan,28/04/2019,7,Arsenal
66,2,37,Henrikh,Mkhitaryan,05/05/2019,7,Arsenal
66,2,38,Henrikh,Mkhitaryan,12/05/2019,7,Arsenal
55,1,1,Héctor,Bellerín,12/08/2018,2,Arsenal
55,1,2,Héctor,Bellerín,18/08/2018,2,Arsenal
55,5,3,Héctor,Bellerín,25/08/2018,2,Arsenal
55,0,4,Héctor,Bellerín,02/09/2018,2,Arsenal
54,2,5,Héctor,Bellerín,15/09/2018,2,Arsenal
54,6,6,Héctor,Bellerín,23/09/2018,2,Arsenal
54,8,7,Héctor,Bellerín,29/09/2018,2,Arsenal
54,5,8,Héctor,Bellerín,07/10/2018,2,Arsenal
54,7,9,Héctor,Bellerín,22/10/2018,2,Arsenal
54,1,10,Héctor,Bellerín,28/10/2018,2,Arsenal
54,2,11,Héctor,Bellerín,03/11/2018,2,Arsenal
54,1,12,Héctor,Bellerín,11/11/2018,2,Arsenal
54,2,13,Héctor,Bellerín,25/11/2018,2,Arsenal
54,1,14,Héctor,Bellerín,02/12/2018,2,Arsenal
54,0,15,Héctor,Bellerín,05/12/2018,2,Arsenal
54,6,16,Héctor,Bellerín,08/12/2018,2,Arsenal
55,0,17,Héctor,Bellerín,16/12/2018,2,Arsenal
55,0,18,Héctor,Bellerín,22/12/2018,2,Arsenal
54,0,19,Héctor,Bellerín,26/12/2018,2,Arsenal
54,0,20,Héctor,Bellerín,29/12/2018,2,Arsenal
54,0,21,Héctor,Bellerín,01/01/2019,2,Arsenal
54,1,22,Héctor,Bellerín,12/01/2019,2,Arsenal
54,11,23,Héctor,Bellerín,19/01/2019,2,Arsenal
54,0,24,Héctor,Bellerín,29/01/2019,2,Arsenal
54,0,25,Héctor,Bellerín,03/02/2019,2,Arsenal
54,0,26,Héctor,Bellerín,09/02/2019,2,Arsenal
54,0,27,Héctor,Bellerín,24/02/2019,2,Arsenal
54,0,28,Héctor,Bellerín,27/02/2019,2,Arsenal
54,0,29,Héctor,Bellerín,02/03/2019,2,Arsenal
54,0,30,Héctor,Bellerín,10/03/2019,2,Arsenal
54,0,32,Héctor,Bellerín,01/04/2019,2,Arsenal
54,0,33,Héctor,Bellerín,07/04/2019,2,Arsenal
53,0,34,Héctor,Bellerín,15/04/2019,2,Arsenal
53,0,35,Héctor,Bellerín,21/04/2019,2,Arsenal
53,0,35,Héctor,Bellerín,24/04/2019,2,Arsenal
53,0,36,Héctor,Bellerín,28/04/2019,2,Arsenal
53,0,37,Héctor,Bellerín,05/05/2019,2,Arsenal
53,0,38,Héctor,Bellerín,12/05/2019,2,Arsenal
50,0,1,Konstantinos,Mavropanos,12/08/2018,27,Arsenal
50,0,2,Konstantinos,Mavropanos,18/08/2018,27,Arsenal
49,0,3,Konstantinos,Mavropanos,25/08/2018,27,Arsenal
49,0,4,Konstantinos,Mavropanos,02/09/2018,27,Arsenal
48,0,5,Konstantinos,Mavropanos,15/09/2018,27,Arsenal
48,0,6,Konstantinos,Mavropanos,23/09/2018,27,Arsenal
48,0,7,Konstantinos,Mavropanos,29/09/2018,27,Arsenal
48,0,8,Konstantinos,Mavropanos,07/10/2018,27,Arsenal
48,0,9,Konstantinos,Mavropanos,22/10/2018,27,Arsenal
48,0,10,Konstantinos,Mavropanos,28/10/2018,27,Arsenal
48,0,11,Konstantinos,Mavropanos,03/11/2018,27,Arsenal
47,0,12,Konstantinos,Mavropanos,11/11/2018,27,Arsenal
47,0,13,Konstantinos,Mavropanos,25/11/2018,27,Arsenal
47,0,14,Konstantinos,Mavropanos,02/12/2018,27,Arsenal
47,0,15,Konstantinos,Mavropanos,05/12/2018,27,Arsenal
47,0,16,Konstantinos,Mavropanos,08/12/2018,27,Arsenal
47,0,17,Konstantinos,Mavropanos,16/12/2018,27,Arsenal
47,0,18,Konstantinos,Mavropanos,22/12/2018,27,Arsenal
47,0,19,Konstantinos,Mavropanos,26/12/2018,27,Arsenal
47,0,20,Konstantinos,Mavropanos,29/12/2018,27,Arsenal
47,0,21,Konstantinos,Mavropanos,01/01/2019,27,Arsenal
47,0,22,Konstantinos,Mavropanos,12/01/2019,27,Arsenal
47,0,23,Konstantinos,Mavropanos,19/01/2019,27,Arsenal
47,0,24,Konstantinos,Mavropanos,29/01/2019,27,Arsenal
47,1,25,Konstantinos,Mavropanos,03/02/2019,27,Arsenal
47,0,26,Konstantinos,Mavropanos,09/02/2019,27,Arsenal
47,0,27,Konstantinos,Mavropanos,24/02/2019,27,Arsenal
47,0,28,Konstantinos,Mavropanos,27/02/2019,27,Arsenal
47,0,29,Konstantinos,Mavropanos,02/03/2019,27,Arsenal
47,0,30,Konstantinos,Mavropanos,10/03/2019,27,Arsenal
47,0,32,Konstantinos,Mavropanos,01/04/2019,27,Arsenal
47,0,33,Konstantinos,Mavropanos,07/04/2019,27,Arsenal
47,1,34,Konstantinos,Mavropanos,15/04/2019,27,Arsenal
47,0,35,Konstantinos,Mavropanos,21/04/2019,27,Arsenal
47,0,35,Konstantinos,Mavropanos,24/04/2019,27,Arsenal
47,0,36,Konstantinos,Mavropanos,28/04/2019,27,Arsenal
47,0,37,Konstantinos,Mavropanos,05/05/2019,27,Arsenal
47,1,38,Konstantinos,Mavropanos,12/05/2019,27,Arsenal
55,0,1,Laurent,Koscielny,12/08/2018,6,Arsenal
55,0,2,Laurent,Koscielny,18/08/2018,6,Arsenal
55,0,3,Laurent,Koscielny,25/08/2018,6,Arsenal
55,0,4,Laurent,Koscielny,02/09/2018,6,Arsenal
55,0,5,Laurent,Koscielny,15/09/2018,6,Arsenal
54,0,6,Laurent,Koscielny,23/09/2018,6,Arsenal
54,0,7,Laurent,Koscielny,29/09/2018,6,Arsenal
54,0,8,Laurent,Koscielny,07/10/2018,6,Arsenal
54,0,9,Laurent,Koscielny,22/10/2018,6,Arsenal
54,0,10,Laurent,Koscielny,28/10/2018,6,Arsenal
54,0,11,Laurent,Koscielny,03/11/2018,6,Arsenal
54,0,12,Laurent,Koscielny,11/11/2018,6,Arsenal
54,0,13,Laurent,Koscielny,25/11/2018,6,Arsenal
54,0,14,Laurent,Koscielny,02/12/2018,6,Arsenal
54,0,15,Laurent,Koscielny,05/12/2018,6,Arsenal
54,0,16,Laurent,Koscielny,08/12/2018,6,Arsenal
54,0,17,Laurent,Koscielny,16/12/2018,6,Arsenal
54,0,18,Laurent,Koscielny,22/12/2018,6,Arsenal
54,2,19,Laurent,Koscielny,26/12/2018,6,Arsenal
54,1,20,Laurent,Koscielny,29/12/2018,6,Arsenal
54,2,21,Laurent,Koscielny,01/01/2019,6,Arsenal
54,2,22,Laurent,Koscielny,12/01/2019,6,Arsenal
54,15,23,Laurent,Koscielny,19/01/2019,6,Arsenal
54,0,24,Laurent,Koscielny,29/01/2019,6,Arsenal
54,7,25,Laurent,Koscielny,03/02/2019,6,Arsenal
54,3,26,Laurent,Koscielny,09/02/2019,6,Arsenal
54,1,27,Laurent,Koscielny,24/02/2019,6,Arsenal
54,9,28,Laurent,Koscielny,27/02/2019,6,Arsenal
54,2,29,Laurent,Koscielny,02/03/2019,6,Arsenal
54,6,30,Laurent,Koscielny,10/03/2019,6,Arsenal
54,0,32,Laurent,Koscielny,01/04/2019,6,Arsenal
54,0,33,Laurent,Koscielny,07/04/2019,6,Arsenal
54,9,34,Laurent,Koscielny,15/04/2019,6,Arsenal
54,1,35,Laurent,Koscielny,21/04/2019,6,Arsenal
54,1,35,Laurent,Koscielny,24/04/2019,6,Arsenal
54,0,36,Laurent,Koscielny,28/04/2019,6,Arsenal
54,0,37,Laurent,Koscielny,05/05/2019,6,Arsenal
54,1,38,Laurent,Koscielny,12/05/2019,6,Arsenal
50,1,1,Lucas,Torreira,12/08/2018,11,Arsenal
50,1,2,Lucas,Torreira,18/08/2018,11,Arsenal
49,1,3,Lucas,Torreira,25/08/2018,11,Arsenal
49,4,4,Lucas,Torreira,02/09/2018,11,Arsenal
49,1,5,Lucas,Torreira,15/09/2018,11,Arsenal
49,2,6,Lucas,Torreira,23/09/2018,11,Arsenal
49,2,7,Lucas,Torreira,29/09/2018,11,Arsenal
49,2,8,Lucas,Torreira,07/10/2018,11,Arsenal
49,2,9,Lucas,Torreira,22/10/2018,11,Arsenal
49,6,10,Lucas,Torreira,28/10/2018,11,Arsenal
49,2,11,Lucas,Torreira,03/11/2018,11,Arsenal
49,2,12,Lucas,Torreira,11/11/2018,11,Arsenal
49,2,13,Lucas,Torreira,25/11/2018,11,Arsenal
49,6,14,Lucas,Torreira,02/12/2018,11,Arsenal
49,6,15,Lucas,Torreira,05/12/2018,11,Arsenal
50,11,16,Lucas,Torreira,08/12/2018,11,Arsenal
51,2,17,Lucas,Torreira,16/12/2018,11,Arsenal
52,1,18,Lucas,Torreira,22/12/2018,11,Arsenal
52,2,19,Lucas,Torreira,26/12/2018,11,Arsenal
51,2,20,Lucas,Torreira,29/12/2018,11,Arsenal
51,1,21,Lucas,Torreira,01/01/2019,11,Arsenal
50,1,22,Lucas,Torreira,12/01/2019,11,Arsenal
49,3,23,Lucas,Torreira,19/01/2019,11,Arsenal
49,2,24,Lucas,Torreira,29/01/2019,11,Arsenal
49,1,25,Lucas,Torreira,03/02/2019,11,Arsenal
48,1,26,Lucas,Torreira,09/02/2019,11,Arsenal
48,3,27,Lucas,Torreira,24/02/2019,11,Arsenal
48,4,28,Lucas,Torreira,27/02/2019,11,Arsenal
48,-2,29,Lucas,Torreira,02/03/2019,11,Arsenal
48,0,30,Lucas,Torreira,10/03/2019,11,Arsenal
47,0,32,Lucas,Torreira,01/04/2019,11,Arsenal
47,0,33,Lucas,Torreira,07/04/2019,11,Arsenal
47,1,34,Lucas,Torreira,15/04/2019,11,Arsenal
47,1,35,Lucas,Torreira,21/04/2019,11,Arsenal
47,0,35,Lucas,Torreira,24/04/2019,11,Arsenal
47,2,36,Lucas,Torreira,28/04/2019,11,Arsenal
47,2,37,Lucas,Torreira,05/05/2019,11,Arsenal
47,0,38,Lucas,Torreira,12/05/2019,11,Arsenal
45,2,1,Matteo,Guendouzi,12/08/2018,29,Arsenal
45,2,2,Matteo,Guendouzi,18/08/2018,29,Arsenal
45,1,3,Matteo,Guendouzi,25/08/2018,29,Arsenal
45,1,4,Matteo,Guendouzi,02/09/2018,29,Arsenal
45,1,5,Matteo,Guendouzi,15/09/2018,29,Arsenal
45,0,6,Matteo,Guendouzi,23/09/2018,29,Arsenal
45,0,7,Matteo,Guendouzi,29/09/2018,29,Arsenal
45,1,8,Matteo,Guendouzi,07/10/2018,29,Arsenal
45,1,9,Matteo,Guendouzi,22/10/2018,29,Arsenal
45,1,10,Matteo,Guendouzi,28/10/2018,29,Arsenal
45,0,11,Matteo,Guendouzi,03/11/2018,29,Arsenal
45,1,12,Matteo,Guendouzi,11/11/2018,29,Arsenal
45,1,13,Matteo,Guendouzi,25/11/2018,29,Arsenal
45,1,14,Matteo,Guendouzi,02/12/2018,29,Arsenal
45,2,15,Matteo,Guendouzi,05/12/2018,29,Arsenal
45,2,16,Matteo,Guendouzi,08/12/2018,29,Arsenal
45,2,17,Matteo,Guendouzi,16/12/2018,29,Arsenal
45,1,18,Matteo,Guendouzi,22/12/2018,29,Arsenal
45,2,19,Matteo,Guendouzi,26/12/2018,29,Arsenal
45,1,20,Matteo,Guendouzi,29/12/2018,29,Arsenal
45,2,21,Matteo,Guendouzi,01/01/2019,29,Arsenal
44,2,22,Matteo,Guendouzi,12/01/2019,29,Arsenal
44,3,23,Matteo,Guendouzi,19/01/2019,29,Arsenal
44,1,24,Matteo,Guendouzi,29/01/2019,29,Arsenal
44,2,25,Matteo,Guendouzi,03/02/2019,29,Arsenal
44,2,26,Matteo,Guendouzi,09/02/2019,29,Arsenal
44,0,27,Matteo,Guendouzi,24/02/2019,29,Arsenal
44,2,28,Matteo,Guendouzi,27/02/2019,29,Arsenal
44,1,29,Matteo,Guendouzi,02/03/2019,29,Arsenal
44,0,30,Matteo,Guendouzi,10/03/2019,29,Arsenal
44,3,32,Matteo,Guendouzi,01/04/2019,29,Arsenal
44,1,33,Matteo,Guendouzi,07/04/2019,29,Arsenal
44,1,34,Matteo,Guendouzi,15/04/2019,29,Arsenal
44,1,35,Matteo,Guendouzi,21/04/2019,29,Arsenal
44,1,35,Matteo,Guendouzi,24/04/2019,29,Arsenal
44,1,36,Matteo,Guendouzi,28/04/2019,29,Arsenal
44,0,37,Matteo,Guendouzi,05/05/2019,29,Arsenal
44,1,38,Matteo,Guendouzi,12/05/2019,29,Arsenal
85,2,1,Mesut,Özil,12/08/2018,10,Arsenal
85,2,2,Mesut,Özil,18/08/2018,10,Arsenal
84,0,3,Mesut,Özil,25/08/2018,10,Arsenal
83,2,4,Mesut,Özil,02/09/2018,10,Arsenal
83,10,5,Mesut,Özil,15/09/2018,10,Arsenal
83,3,6,Mesut,Özil,23/09/2018,10,Arsenal
83,10,7,Mesut,Özil,29/09/2018,10,Arsenal
83,0,8,Mesut,Özil,07/10/2018,10,Arsenal
83,12,9,Mesut,Özil,22/10/2018,10,Arsenal
84,2,10,Mesut,Özil,28/10/2018,10,Arsenal
84,2,11,Mesut,Özil,03/11/2018,10,Arsenal
84,1,12,Mesut,Özil,11/11/2018,10,Arsenal
83,0,13,Mesut,Özil,25/11/2018,10,Arsenal
83,0,14,Mesut,Özil,02/12/2018,10,Arsenal
82,0,15,Mesut,Özil,05/12/2018,10,Arsenal
81,0,16,Mesut,Özil,08/12/2018,10,Arsenal
81,1,17,Mesut,Özil,16/12/2018,10,Arsenal
81,5,18,Mesut,Özil,22/12/2018,10,Arsenal
80,1,19,Mesut,Özil,26/12/2018,10,Arsenal
80,0,20,Mesut,Özil,29/12/2018,10,Arsenal
80,0,21,Mesut,Özil,01/01/2019,10,Arsenal
80,0,22,Mesut,Özil,12/01/2019,10,Arsenal
80,0,23,Mesut,Özil,19/01/2019,10,Arsenal
80,3,24,Mesut,Özil,29/01/2019,10,Arsenal
80,0,25,Mesut,Özil,03/02/2019,10,Arsenal
80,0,26,Mesut,Özil,09/02/2019,10,Arsenal
79,1,27,Mesut,Özil,24/02/2019,10,Arsenal
79,12,28,Mesut,Özil,27/02/2019,10,Arsenal
79,1,29,Mesut,Özil,02/03/2019,10,Arsenal
79,3,30,Mesut,Özil,10/03/2019,10,Arsenal
79,3,32,Mesut,Özil,01/04/2019,10,Arsenal
79,2,33,Mesut,Özil,07/04/2019,10,Arsenal
79,1,34,Mesut,Özil,15/04/2019,10,Arsenal
79,6,35,Mesut,Özil,21/04/2019,10,Arsenal
79,2,35,Mesut,Özil,24/04/2019,10,Arsenal
79,0,36,Mesut,Özil,28/04/2019,10,Arsenal
79,2,37,Mesut,Özil,05/05/2019,10,Arsenal
79,0,38,Mesut,Özil,12/05/2019,10,Arsenal
45,0,1,Mohamed,Elneny,12/08/2018,4,Arsenal
45,0,2,Mohamed,Elneny,18/08/2018,4,Arsenal
44,0,3,Mohamed,Elneny,25/08/2018,4,Arsenal
44,0,4,Mohamed,Elneny,02/09/2018,4,Arsenal
44,0,5,Mohamed,Elneny,15/09/2018,4,Arsenal
44,0,6,Mohamed,Elneny,23/09/2018,4,Arsenal
43,0,7,Mohamed,Elneny,29/09/2018,4,Arsenal
43,0,8,Mohamed,Elneny,07/10/2018,4,Arsenal
43,0,9,Mohamed,Elneny,22/10/2018,4,Arsenal
43,0,10,Mohamed,Elneny,28/10/2018,4,Arsenal
43,0,11,Mohamed,Elneny,03/11/2018,4,Arsenal
43,0,12,Mohamed,Elneny,11/11/2018,4,Arsenal
43,0,13,Mohamed,Elneny,25/11/2018,4,Arsenal
43,0,14,Mohamed,Elneny,02/12/2018,4,Arsenal
43,0,15,Mohamed,Elneny,05/12/2018,4,Arsenal
43,0,16,Mohamed,Elneny,08/12/2018,4,Arsenal
43,0,17,Mohamed,Elneny,16/12/2018,4,Arsenal
43,1,18,Mohamed,Elneny,22/12/2018,4,Arsenal
43,0,19,Mohamed,Elneny,26/12/2018,4,Arsenal
43,0,20,Mohamed,Elneny,29/12/2018,4,Arsenal
43,0,21,Mohamed,Elneny,01/01/2019,4,Arsenal
42,0,22,Mohamed,Elneny,12/01/2019,4,Arsenal
42,1,23,Mohamed,Elneny,19/01/2019,4,Arsenal
42,1,24,Mohamed,Elneny,29/01/2019,4,Arsenal
42,0,25,Mohamed,Elneny,03/02/2019,4,Arsenal
42,1,26,Mohamed,Elneny,09/02/2019,4,Arsenal
42,0,27,Mohamed,Elneny,24/02/2019,4,Arsenal
42,0,28,Mohamed,Elneny,27/02/2019,4,Arsenal
42,0,29,Mohamed,Elneny,02/03/2019,4,Arsenal
42,0,30,Mohamed,Elneny,10/03/2019,4,Arsenal
42,1,32,Mohamed,Elneny,01/04/2019,4,Arsenal
42,1,33,Mohamed,Elneny,07/04/2019,4,Arsenal
42,0,34,Mohamed,Elneny,15/04/2019,4,Arsenal
42,2,35,Mohamed,Elneny,21/04/2019,4,Arsenal
42,0,35,Mohamed,Elneny,24/04/2019,4,Arsenal
42,0,36,Mohamed,Elneny,28/04/2019,4,Arsenal
42,0,37,Mohamed,Elneny,05/05/2019,4,Arsenal
42,2,38,Mohamed,Elneny,12/05/2019,4,Arsenal
55,0,1,Nacho,Monreal,12/08/2018,18,Arsenal
55,1,2,Nacho,Monreal,18/08/2018,18,Arsenal
55,10,3,Nacho,Monreal,25/08/2018,18,Arsenal
55,0,4,Nacho,Monreal,02/09/2018,18,Arsenal
55,2,5,Nacho,Monreal,15/09/2018,18,Arsenal
55,6,6,Nacho,Monreal,23/09/2018,18,Arsenal
55,6,7,Nacho,Monreal,29/09/2018,18,Arsenal
55,5,8,Nacho,Monreal,07/10/2018,18,Arsenal
55,0,9,Nacho,Monreal,22/10/2018,18,Arsenal
55,0,10,Nacho,Monreal,28/10/2018,18,Arsenal
55,0,11,Nacho,Monreal,03/11/2018,18,Arsenal
55,0,12,Nacho,Monreal,11/11/2018,18,Arsenal
55,0,13,Nacho,Monreal,25/11/2018,18,Arsenal
54,0,14,Nacho,Monreal,02/12/2018,18,Arsenal
54,0,15,Nacho,Monreal,05/12/2018,18,Arsenal
54,1,16,Nacho,Monreal,08/12/2018,18,Arsenal
54,5,17,Nacho,Monreal,16/12/2018,18,Arsenal
54,1,18,Nacho,Monreal,22/12/2018,18,Arsenal
54,0,19,Nacho,Monreal,26/12/2018,18,Arsenal
54,0,20,Nacho,Monreal,29/12/2018,18,Arsenal
54,0,21,Nacho,Monreal,01/01/2019,18,Arsenal
54,0,22,Nacho,Monreal,12/01/2019,18,Arsenal
54,0,23,Nacho,Monreal,19/01/2019,18,Arsenal
54,1,24,Nacho,Monreal,29/01/2019,18,Arsenal
54,5,25,Nacho,Monreal,03/02/2019,18,Arsenal
54,2,26,Nacho,Monreal,09/02/2019,18,Arsenal
54,0,27,Nacho,Monreal,24/02/2019,18,Arsenal
54,2,28,Nacho,Monreal,27/02/2019,18,Arsenal
54,2,29,Nacho,Monreal,02/03/2019,18,Arsenal
54,6,30,Nacho,Monreal,10/03/2019,18,Arsenal
54,5,32,Nacho,Monreal,01/04/2019,18,Arsenal
54,1,33,Nacho,Monreal,07/04/2019,18,Arsenal
54,8,34,Nacho,Monreal,15/04/2019,18,Arsenal
54,0,35,Nacho,Monreal,21/04/2019,18,Arsenal
54,0,35,Nacho,Monreal,24/04/2019,18,Arsenal
54,0,36,Nacho,Monreal,28/04/2019,18,Arsenal
54,6,37,Nacho,Monreal,05/05/2019,18,Arsenal
54,2,38,Nacho,Monreal,12/05/2019,18,Arsenal
50,3,1,Petr,Cech,12/08/2018,1,Arsenal
50,3,2,Petr,Cech,18/08/2018,1,Arsenal
50,3,3,Petr,Cech,25/08/2018,1,Arsenal
50,1,4,Petr,Cech,02/09/2018,1,Arsenal
50,2,5,Petr,Cech,15/09/2018,1,Arsenal
50,11,6,Petr,Cech,23/09/2018,1,Arsenal
50,1,7,Petr,Cech,29/09/2018,1,Arsenal
50,0,8,Petr,Cech,07/10/2018,1,Arsenal
50,0,9,Petr,Cech,22/10/2018,1,Arsenal
50,0,10,Petr,Cech,28/10/2018,1,Arsenal
50,0,11,Petr,Cech,03/11/2018,1,Arsenal
50,0,12,Petr,Cech,11/11/2018,1,Arsenal
49,0,13,Petr,Cech,25/11/2018,1,Arsenal
49,0,14,Petr,Cech,02/12/2018,1,Arsenal
49,0,15,Petr,Cech,05/12/2018,1,Arsenal
49,0,16,Petr,Cech,08/12/2018,1,Arsenal
49,0,17,Petr,Cech,16/12/2018,1,Arsenal
49,0,18,Petr,Cech,22/12/2018,1,Arsenal
49,0,19,Petr,Cech,26/12/2018,1,Arsenal
48,0,20,Petr,Cech,29/12/2018,1,Arsenal
48,0,21,Petr,Cech,01/01/2019,1,Arsenal
48,0,22,Petr,Cech,12/01/2019,1,Arsenal
48,0,23,Petr,Cech,19/01/2019,1,Arsenal
48,0,24,Petr,Cech,29/01/2019,1,Arsenal
48,0,25,Petr,Cech,03/02/2019,1,Arsenal
48,0,26,Petr,Cech,09/02/2019,1,Arsenal
48,0,27,Petr,Cech,24/02/2019,1,Arsenal
48,0,28,Petr,Cech,27/02/2019,1,Arsenal
