value,total_points,GW,first_name,second_name,date,squad_number,team
55,0,1,Aaron,Cresswell,12/08/2018,3,West Ham
55,0,2,Aaron,Cresswell,18/08/2018,3,West Ham
54,0,3,Aaron,Cresswell,25/08/2018,3,West Ham
53,1,4,Aaron,Cresswell,01/09/2018,3,West Ham
53,0,5,Aaron,Cresswell,16/09/2018,3,West Ham
53,0,6,Aaron,Cresswell,23/09/2018,3,West Ham
52,0,7,Aaron,Cresswell,29/09/2018,3,West Ham
52,0,8,Aaron,Cresswell,05/10/2018,3,West Ham
52,2,9,Aaron,Cresswell,20/10/2018,3,West Ham
51,1,10,Aaron,Cresswell,27/10/2018,3,West Ham
51,1,11,Aaron,Cresswell,03/11/2018,3,West Ham
51,2,12,Aaron,Cresswell,10/11/2018,3,West Ham
51,1,13,Aaron,Cresswell,24/11/2018,3,West Ham
51,1,14,Aaron,Cresswell,01/12/2018,3,West Ham
51,0,15,Aaron,Cresswell,04/12/2018,3,West Ham
51,0,16,Aaron,Cresswell,08/12/2018,3,West Ham
51,0,17,Aaron,Cresswell,15/12/2018,3,West Ham
51,0,18,Aaron,Cresswell,22/12/2018,3,West Ham
51,2,19,Aaron,Cresswell,27/12/2018,3,West Ham
50,1,20,Aaron,Cresswell,30/12/2018,3,West Ham
50,1,21,Aaron,Cresswell,02/01/2019,3,West Ham
50,6,22,Aaron,Cresswell,12/01/2019,3,West Ham
50,1,23,Aaron,Cresswell,19/01/2019,3,West Ham
50,0,24,Aaron,Cresswell,29/01/2019,3,West Ham
50,2,25,Aaron,Cresswell,04/02/2019,3,West Ham
50,2,26,Aaron,Cresswell,09/02/2019,3,West Ham
50,2,27,Aaron,Cresswell,22/02/2019,3,West Ham
50,0,28,Aaron,Cresswell,27/02/2019,3,West Ham
50,1,29,Aaron,Cresswell,02/03/2019,3,West Ham
50,1,30,Aaron,Cresswell,09/03/2019,3,West Ham
50,4,31,Aaron,Cresswell,16/03/2019,3,West Ham
50,1,32,Aaron,Cresswell,30/03/2019,3,West Ham
50,1,33,Aaron,Cresswell,08/04/2019,3,West Ham
50,0,34,Aaron,Cresswell,13/04/2019,3,West Ham
50,0,35,Aaron,Cresswell,20/04/2019,3,West Ham
50,0,36,Aaron,Cresswell,27/04/2019,3,West Ham
50,0,37,Aaron,Cresswell,04/05/2019,3,West Ham
50,0,38,Aaron,Cresswell,12/05/2019,3,West Ham
45,0,1,Adrián,San Miguel del Castillo,12/08/2018,13,West Ham
45,0,2,Adrián,San Miguel del Castillo,18/08/2018,13,West Ham
45,0,3,Adrián,San Miguel del Castillo,25/08/2018,13,West Ham
45,0,4,Adrián,San Miguel del Castillo,01/09/2018,13,West Ham
44,0,5,Adrián,San Miguel del Castillo,16/09/2018,13,West Ham
44,0,6,Adrián,San Miguel del Castillo,23/09/2018,13,West Ham
44,0,7,Adrián,San Miguel del Castillo,29/09/2018,13,West Ham
44,0,8,Adrián,San Miguel del Castillo,05/10/2018,13,West Ham
44,0,9,Adrián,San Miguel del Castillo,20/10/2018,13,West Ham
44,0,10,Adrián,San Miguel del Castillo,27/10/2018,13,West Ham
44,0,11,Adrián,San Miguel del Castillo,03/11/2018,13,West Ham
43,0,12,Adrián,San Miguel del Castillo,10/11/2018,13,West Ham
43,0,13,Adrián,San Miguel del Castillo,24/11/2018,13,West Ham
43,0,14,Adrián,San Miguel del Castillo,01/12/2018,13,West Ham
43,0,15,Adrián,San Miguel del Castillo,04/12/2018,13,West Ham
43,0,16,Adrián,San Miguel del Castillo,08/12/2018,13,West Ham
43,0,17,Adrián,San Miguel del Castillo,15/12/2018,13,West Ham
43,0,18,Adrián,San Miguel del Castillo,22/12/2018,13,West Ham
43,0,19,Adrián,San Miguel del Castillo,27/12/2018,13,West Ham
43,0,20,Adrián,San Miguel del Castillo,30/12/2018,13,West Ham
43,0,21,Adrián,San Miguel del Castillo,02/01/2019,13,West Ham
43,0,22,Adrián,San Miguel del Castillo,12/01/2019,13,West Ham
43,0,23,Adrián,San Miguel del Castillo,19/01/2019,13,West Ham
43,0,24,Adrián,San Miguel del Castillo,29/01/2019,13,West Ham
43,0,25,Adrián,San Miguel del Castillo,04/02/2019,13,West Ham
43,0,26,Adrián,San Miguel del Castillo,09/02/2019,13,West Ham
43,0,27,Adrián,San Miguel del Castillo,22/02/2019,13,West Ham
43,0,28,Adrián,San Miguel del Castillo,27/02/2019,13,West Ham
43,0,29,Adrián,San Miguel del Castillo,02/03/2019,13,West Ham
43,0,30,Adrián,San Miguel del Castillo,09/03/2019,13,West Ham
43,0,31,Adrián,San Miguel del Castillo,16/03/2019,13,West Ham
43,0,32,Adrián,San Miguel del Castillo,30/03/2019,13,West Ham
42,0,33,Adrián,San Miguel del Castillo,08/04/2019,13,West Ham
42,0,34,Adrián,San Miguel del Castillo,13/04/2019,13,West Ham
42,0,35,Adrián,San Miguel del Castillo,20/04/2019,13,West Ham
42,0,36,Adrián,San Miguel del Castillo,27/04/2019,13,West Ham
42,0,37,Adrián,San Miguel del Castillo,04/05/2019,13,West Ham
42,0,38,Adrián,San Miguel del Castillo,12/05/2019,13,West Ham
70,1,1,Andriy,Yarmolenko,12/08/2018,20,West Ham
70,0,2,Andriy,Yarmolenko,18/08/2018,20,West Ham
69,1,3,Andriy,Yarmolenko,25/08/2018,20,West Ham
69,1,4,Andriy,Yarmolenko,01/09/2018,20,West Ham
68,13,5,Andriy,Yarmolenko,16/09/2018,20,West Ham
68,3,6,Andriy,Yarmolenko,23/09/2018,20,West Ham
68,5,7,Andriy,Yarmolenko,29/09/2018,20,West Ham
68,2,8,Andriy,Yarmolenko,05/10/2018,20,West Ham
68,1,9,Andriy,Yarmolenko,20/10/2018,20,West Ham
68,0,10,Andriy,Yarmolenko,27/10/2018,20,West Ham
68,0,11,Andriy,Yarmolenko,03/11/2018,20,West Ham
68,0,12,Andriy,Yarmolenko,10/11/2018,20,West Ham
68,0,13,Andriy,Yarmolenko,24/11/2018,20,West Ham
68,0,14,Andriy,Yarmolenko,01/12/2018,20,West Ham
68,0,15,Andriy,Yarmolenko,04/12/2018,20,West Ham
68,0,16,Andriy,Yarmolenko,08/12/2018,20,West Ham
68,0,17,Andriy,Yarmolenko,15/12/2018,20,West Ham
67,0,18,Andriy,Yarmolenko,22/12/2018,20,West Ham
67,0,19,Andriy,Yarmolenko,27/12/2018,20,West Ham
67,0,20,Andriy,Yarmolenko,30/12/2018,20,West Ham
67,0,21,Andriy,Yarmolenko,02/01/2019,20,West Ham
67,0,22,Andriy,Yarmolenko,12/01/2019,20,West Ham
67,0,23,Andriy,Yarmolenko,19/01/2019,20,West Ham
67,0,24,Andriy,Yarmolenko,29/01/2019,20,West Ham
67,0,25,Andriy,Yarmolenko,04/02/2019,20,West Ham
67,0,26,Andriy,Yarmolenko,09/02/2019,20,West Ham
67,0,27,Andriy,Yarmolenko,22/02/2019,20,West Ham
67,0,28,Andriy,Yarmolenko,27/02/2019,20,West Ham
67,0,29,Andriy,Yarmolenko,02/03/2019,20,West Ham
67,0,30,Andriy,Yarmolenko,09/03/2019,20,West Ham
67,0,31,Andriy,Yarmolenko,16/03/2019,20,West Ham
67,0,32,Andriy,Yarmolenko,30/03/2019,20,West Ham
67,0,33,Andriy,Yarmolenko,08/04/2019,20,West Ham
67,0,34,Andriy,Yarmolenko,13/04/2019,20,West Ham
67,0,35,Andriy,Yarmolenko,20/04/2019,20,West Ham
67,0,36,Andriy,Yarmolenko,27/04/2019,20,West Ham
67,0,37,Andriy,Yarmolenko,04/05/2019,20,West Ham
67,0,38,Andriy,Yarmolenko,12/05/2019,20,West Ham
55,0,1,Andy,Carroll,12/08/2018,9,West Ham
55,0,2,Andy,Carroll,18/08/2018,9,West Ham
55,0,3,Andy,Carroll,25/08/2018,9,West Ham
55,0,4,Andy,Carroll,01/09/2018,9,West Ham
55,0,5,Andy,Carroll,16/09/2018,9,West Ham
54,0,6,Andy,Carroll,23/09/2018,9,West Ham
54,0,7,Andy,Carroll,29/09/2018,9,West Ham
54,0,8,Andy,Carroll,05/10/2018,9,West Ham
54,0,9,Andy,Carroll,20/10/2018,9,West Ham
54,0,10,Andy,Carroll,27/10/2018,9,West Ham
54,0,11,Andy,Carroll,03/11/2018,9,West Ham
54,0,12,Andy,Carroll,10/11/2018,9,West Ham
54,0,13,Andy,Carroll,24/11/2018,9,West Ham
54,0,14,Andy,Carroll,01/12/2018,9,West Ham
54,1,15,Andy,Carroll,04/12/2018,9,West Ham
54,1,16,Andy,Carroll,08/12/2018,9,West Ham
54,1,17,Andy,Carroll,15/12/2018,9,West Ham
54,1,18,Andy,Carroll,22/12/2018,9,West Ham
54,1,19,Andy,Carroll,27/12/2018,9,West Ham
54,0,20,Andy,Carroll,30/12/2018,9,West Ham
54,1,21,Andy,Carroll,02/01/2019,9,West Ham
54,1,22,Andy,Carroll,12/01/2019,9,West Ham
54,1,23,Andy,Carroll,19/01/2019,9,West Ham
54,1,24,Andy,Carroll,29/01/2019,9,West Ham
54,1,25,Andy,Carroll,04/02/2019,9,West Ham
54,0,26,Andy,Carroll,09/02/2019,9,West Ham
54,0,27,Andy,Carroll,22/02/2019,9,West Ham
54,2,28,Andy,Carroll,27/02/2019,9,West Ham
54,0,29,Andy,Carroll,02/03/2019,9,West Ham
54,0,30,Andy,Carroll,09/03/2019,9,West Ham
54,0,31,Andy,Carroll,16/03/2019,9,West Ham
54,0,32,Andy,Carroll,30/03/2019,9,West Ham
54,0,33,Andy,Carroll,08/04/2019,9,West Ham
54,0,34,Andy,Carroll,13/04/2019,9,West Ham
54,0,35,Andy,Carroll,20/04/2019,9,West Ham
54,0,36,Andy,Carroll,27/04/2019,9,West Ham
54,0,37,Andy,Carroll,04/05/2019,9,West Ham
54,0,38,Andy,Carroll,12/05/2019,9,West Ham
45,0,1,Angelo,Ogbonna,12/08/2018,21,West Ham
45,0,2,Angelo,Ogbonna,18/08/2018,21,West Ham
45,0,3,Angelo,Ogbonna,25/08/2018,21,West Ham
44,0,4,Angelo,Ogbonna,01/09/2018,21,West Ham
44,0,5,Angelo,Ogbonna,16/09/2018,21,West Ham
43,0,6,Angelo,Ogbonna,23/09/2018,21,West Ham
43,0,7,Angelo,Ogbonna,29/09/2018,21,West Ham
43,0,8,Angelo,Ogbonna,05/10/2018,21,West Ham
43,0,9,Angelo,Ogbonna,20/10/2018,21,West Ham
42,1,10,Angelo,Ogbonna,27/10/2018,21,West Ham
42,1,11,Angelo,Ogbonna,03/11/2018,21,West Ham
42,0,12,Angelo,Ogbonna,10/11/2018,21,West Ham
42,0,13,Angelo,Ogbonna,24/11/2018,21,West Ham
42,0,14,Angelo,Ogbonna,01/12/2018,21,West Ham
42,2,15,Angelo,Ogbonna,04/12/2018,21,West Ham
42,0,16,Angelo,Ogbonna,08/12/2018,21,West Ham
42,0,17,Angelo,Ogbonna,15/12/2018,21,West Ham
42,1,18,Angelo,Ogbonna,22/12/2018,21,West Ham
42,2,19,Angelo,Ogbonna,27/12/2018,21,West Ham
42,1,20,Angelo,Ogbonna,30/12/2018,21,West Ham
42,1,21,Angelo,Ogbonna,02/01/2019,21,West Ham
42,6,22,Angelo,Ogbonna,12/01/2019,21,West Ham
42,1,23,Angelo,Ogbonna,19/01/2019,21,West Ham
42,1,24,Angelo,Ogbonna,29/01/2019,21,West Ham
42,2,25,Angelo,Ogbonna,04/02/2019,21,West Ham
42,2,26,Angelo,Ogbonna,09/02/2019,21,West Ham
42,6,27,Angelo,Ogbonna,22/02/2019,21,West Ham
42,2,28,Angelo,Ogbonna,27/02/2019,21,West Ham
42,7,29,Angelo,Ogbonna,02/03/2019,21,West Ham
42,1,30,Angelo,Ogbonna,09/03/2019,21,West Ham
42,7,31,Angelo,Ogbonna,16/03/2019,21,West Ham
42,1,32,Angelo,Ogbonna,30/03/2019,21,West Ham
42,0,33,Angelo,Ogbonna,08/04/2019,21,West Ham
42,1,34,Angelo,Ogbonna,13/04/2019,21,West Ham
42,1,35,Angelo,Ogbonna,20/04/2019,21,West Ham
42,1,36,Angelo,Ogbonna,27/04/2019,21,West Ham
42,0,37,Angelo,Ogbonna,04/05/2019,21,West Ham
42,0,38,Angelo,Ogbonna,12/05/2019,21,West Ham
45,2,1,Arthur,Masuaku,12/08/2018,26,West Ham
45,2,2,Arthur,Masuaku,18/08/2018,26,West Ham
45,2,3,Arthur,Masuaku,25/08/2018,26,West Ham
45,0,4,Arthur,Masuaku,01/09/2018,26,West Ham
45,1,5,Arthur,Masuaku,16/09/2018,26,West Ham
45,3,6,Arthur,Masuaku,23/09/2018,26,West Ham
44,2,7,Arthur,Masuaku,29/09/2018,26,West Ham
44,2,8,Arthur,Masuaku,05/10/2018,26,West Ham
44,0,9,Arthur,Masuaku,20/10/2018,26,West Ham
44,2,10,Arthur,Masuaku,27/10/2018,26,West Ham
44,0,11,Arthur,Masuaku,03/11/2018,26,West Ham
44,0,12,Arthur,Masuaku,10/11/2018,26,West Ham
44,1,13,Arthur,Masuaku,24/11/2018,26,West Ham
44,1,14,Arthur,Masuaku,01/12/2018,26,West Ham
43,5,15,Arthur,Masuaku,04/12/2018,26,West Ham
43,2,16,Arthur,Masuaku,08/12/2018,26,West Ham
43,3,17,Arthur,Masuaku,15/12/2018,26,West Ham
43,2,18,Arthur,Masuaku,22/12/2018,26,West Ham
43,1,19,Arthur,Masuaku,27/12/2018,26,West Ham
43,0,20,Arthur,Masuaku,30/12/2018,26,West Ham
43,0,21,Arthur,Masuaku,02/01/2019,26,West Ham
43,0,22,Arthur,Masuaku,12/01/2019,26,West Ham
43,0,23,Arthur,Masuaku,19/01/2019,26,West Ham
43,2,24,Arthur,Masuaku,29/01/2019,26,West Ham
43,1,25,Arthur,Masuaku,04/02/2019,26,West Ham
43,0,26,Arthur,Masuaku,09/02/2019,26,West Ham
43,0,27,Arthur,Masuaku,22/02/2019,26,West Ham
43,0,28,Arthur,Masuaku,27/02/2019,26,West Ham
43,0,29,Arthur,Masuaku,02/03/2019,26,West Ham
43,0,30,Arthur,Masuaku,09/03/2019,26,West Ham
43,0,31,Arthur,Masuaku,16/03/2019,26,West Ham
43,0,32,Arthur,Masuaku,30/03/2019,26,West Ham
43,0,33,Arthur,Masuaku,08/04/2019,26,West Ham
43,2,34,Arthur,Masuaku,13/04/2019,26,West Ham
42,2,35,Arthur,Masuaku,20/04/2019,26,West Ham
42,3,36,Arthur,Masuaku,27/04/2019,26,West Ham
42,6,37,Arthur,Masuaku,04/05/2019,26,West Ham
42,2,38,Arthur,Masuaku,12/05/2019,26,West Ham
45,0,1,Carlos,Sánchez,12/08/2018,15,West Ham
45,1,2,Carlos,Sánchez,18/08/2018,15,West Ham
45,2,3,Carlos,Sánchez,25/08/2018,15,West Ham
45,2,4,Carlos,Sánchez,01/09/2018,15,West Ham
45,1,5,Carlos,Sánchez,16/09/2018,15,West Ham
45,1,6,Carlos,Sánchez,23/09/2018,15,West Ham
45,0,7,Carlos,Sánchez,29/09/2018,15,West Ham
45,0,8,Carlos,Sánchez,05/10/2018,15,West Ham
45,0,9,Carlos,Sánchez,20/10/2018,15,West Ham
44,0,10,Carlos,Sánchez,27/10/2018,15,West Ham
44,0,11,Carlos,Sánchez,03/11/2018,15,West Ham
44,0,12,Carlos,Sánchez,10/11/2018,15,West Ham
44,0,13,Carlos,Sánchez,24/11/2018,15,West Ham
44,0,14,Carlos,Sánchez,01/12/2018,15,West Ham
44,0,15,Carlos,Sánchez,04/12/2018,15,West Ham
44,0,16,Carlos,Sánchez,08/12/2018,15,West Ham
44,0,17,Carlos,Sánchez,15/12/2018,15,West Ham
44,0,18,Carlos,Sánchez,22/12/2018,15,West Ham
44,0,19,Carlos,Sánchez,27/12/2018,15,West Ham
44,0,20,Carlos,Sánchez,30/12/2018,15,West Ham
44,0,21,Carlos,Sánchez,02/01/2019,15,West Ham
44,0,22,Carlos,Sánchez,12/01/2019,15,West Ham
44,0,23,Carlos,Sánchez,19/01/2019,15,West Ham
43,0,24,Carlos,Sánchez,29/01/2019,15,West Ham
43,0,25,Carlos,Sánchez,04/02/2019,15,West Ham
43,0,26,Carlos,Sánchez,09/02/2019,15,West Ham
43,0,27,Carlos,Sánchez,22/02/2019,15,West Ham
43,0,28,Carlos,Sánchez,27/02/2019,15,West Ham
43,0,29,Carlos,Sánchez,02/03/2019,15,West Ham
43,0,30,Carlos,Sánchez,09/03/2019,15,West Ham
43,0,31,Carlos,Sánchez,16/03/2019,15,West Ham
43,0,32,Carlos,Sánchez,30/03/2019,15,West Ham
43,0,33,Carlos,Sánchez,08/04/2019,15,West Ham
43,0,34,Carlos,Sánchez,13/04/2019,15,West Ham
43,0,35,Carlos,Sánchez,20/04/2019,15,West Ham
43,0,36,Carlos,Sánchez,27/04/2019,15,West Ham
43,1,37,Carlos,Sánchez,04/05/2019,15,West Ham
43,1,38,Carlos,Sánchez,12/05/2019,15,West Ham
45,0,1,Declan,Rice,12/08/2018,41,West Ham
45,0,2,Declan,Rice,18/08/2018,41,West Ham
45,0,3,Declan,Rice,25/08/2018,41,West Ham
44,0,4,Declan,Rice,01/09/2018,41,West Ham
44,1,5,Declan,Rice,16/09/2018,41,West Ham
44,6,6,Declan,Rice,23/09/2018,41,West Ham
44,2,7,Declan,Rice,29/09/2018,41,West Ham
44,2,8,Declan,Rice,05/10/2018,41,West Ham
44,2,9,Declan,Rice,20/10/2018,41,West Ham
44,2,10,Declan,Rice,27/10/2018,41,West Ham
44,1,11,Declan,Rice,03/11/2018,41,West Ham
44,2,12,Declan,Rice,10/11/2018,41,West Ham
44,0,13,Declan,Rice,24/11/2018,41,West Ham
44,6,14,Declan,Rice,01/12/2018,41,West Ham
44,2,15,Declan,Rice,04/12/2018,41,West Ham
44,1,16,Declan,Rice,08/12/2018,41,West Ham
44,7,17,Declan,Rice,15/12/2018,41,West Ham
44,1,18,Declan,Rice,22/12/2018,41,West Ham
44,3,19,Declan,Rice,27/12/2018,41,West Ham
44,0,20,Declan,Rice,30/12/2018,41,West Ham
44,1,21,Declan,Rice,02/01/2019,41,West Ham
44,15,22,Declan,Rice,12/01/2019,41,West Ham
44,1,23,Declan,Rice,19/01/2019,41,West Ham
44,1,24,Declan,Rice,29/01/2019,41,West Ham
44,2,25,Declan,Rice,04/02/2019,41,West Ham
45,2,26,Declan,Rice,09/02/2019,41,West Ham
45,2,27,Declan,Rice,22/02/2019,41,West Ham
45,2,28,Declan,Rice,27/02/2019,41,West Ham
45,15,29,Declan,Rice,02/03/2019,41,West Ham
46,1,30,Declan,Rice,09/03/2019,41,West Ham
47,1,31,Declan,Rice,16/03/2019,41,West Ham
47,0,32,Declan,Rice,30/03/2019,41,West Ham
47,1,33,Declan,Rice,08/04/2019,41,West Ham
46,2,34,Declan,Rice,13/04/2019,41,West Ham
45,0,35,Declan,Rice,20/04/2019,41,West Ham
45,6,36,Declan,Rice,27/04/2019,41,West Ham
45,0,37,Declan,Rice,04/05/2019,41,West Ham
44,2,38,Declan,Rice,12/05/2019,41,West Ham
45,0,1,Edimilson,Fernandes,12/08/2018,31,West Ham
45,0,2,Edimilson,Fernandes,18/08/2018,31,West Ham
45,0,3,Edimilson,Fernandes,25/08/2018,31,West Ham
45,0,4,Edimilson,Fernandes,01/09/2018,31,West Ham
45,0,5,Edimilson,Fernandes,16/09/2018,31,West Ham
45,0,6,Edimilson,Fernandes,23/09/2018,31,West Ham
45,0,7,Edimilson,Fernandes,29/09/2018,31,West Ham
45,0,8,Edimilson,Fernandes,05/10/2018,31,West Ham
45,0,9,Edimilson,Fernandes,20/10/2018,31,West Ham
45,0,10,Edimilson,Fernandes,27/10/2018,31,West Ham
45,0,11,Edimilson,Fernandes,03/11/2018,31,West Ham
45,0,12,Edimilson,Fernandes,10/11/2018,31,West Ham
45,0,13,Edimilson,Fernandes,24/11/2018,31,West Ham
45,0,14,Edimilson,Fernandes,01/12/2018,31,West Ham
45,0,15,Edimilson,Fernandes,04/12/2018,31,West Ham
45,0,16,Edimilson,Fernandes,08/12/2018,31,West Ham
45,0,17,Edimilson,Fernandes,15/12/2018,31,West Ham
45,0,18,Edimilson,Fernandes,22/12/2018,31,West Ham
45,0,19,Edimilson,Fernandes,27/12/2018,31,West Ham
45,0,20,Edimilson,Fernandes,30/12/2018,31,West Ham
45,0,21,Edimilson,Fernandes,02/01/2019,31,West Ham
45,0,22,Edimilson,Fernandes,12/01/2019,31,West Ham
45,0,23,Edimilson,Fernandes,19/01/2019,31,West Ham
45,0,24,Edimilson,Fernandes,29/01/2019,31,West Ham
45,0,25,Edimilson,Fernandes,04/02/2019,31,West Ham
45,0,26,Edimilson,Fernandes,09/02/2019,31,West Ham
45,0,27,Edimilson,Fernandes,22/02/2019,31,West Ham
45,0,28,Edimilson,Fernandes,27/02/2019,31,West Ham
45,0,29,Edimilson,Fernandes,02/03/2019,31,West Ham
45,0,30,Edimilson,Fernandes,09/03/2019,31,West Ham
45,0,31,Edimilson,Fernandes,16/03/2019,31,West Ham
45,0,32,Edimilson,Fernandes,30/03/2019,31,West Ham
45,0,33,Edimilson,Fernandes,08/04/2019,31,West Ham
45,0,34,Edimilson,Fernandes,13/04/2019,31,West Ham
45,0,35,Edimilson,Fernandes,20/04/2019,31,West Ham
45,0,36,Edimilson,Fernandes,27/04/2019,31,West Ham
45,0,37,Edimilson,Fernandes,04/05/2019,31,West Ham
45,0,38,Edimilson,Fernandes,12/05/2019,31,West Ham
45,-1,1,Fabián,Balbuena,12/08/2018,4,West Ham
45,1,2,Fabián,Balbuena,18/08/2018,4,West Ham
45,1,3,Fabián,Balbuena,25/08/2018,4,West Ham
45,2,4,Fabián,Balbuena,01/09/2018,4,West Ham
44,2,5,Fabián,Balbuena,16/09/2018,4,West Ham
44,8,6,Fabián,Balbuena,23/09/2018,4,West Ham
44,2,7,Fabián,Balbuena,29/09/2018,4,West Ham
44,2,8,Fabián,Balbuena,05/10/2018,4,West Ham
44,2,9,Fabián,Balbuena,20/10/2018,4,West Ham
44,9,10,Fabián,Balbuena,27/10/2018,4,West Ham
44,1,11,Fabián,Balbuena,03/11/2018,4,West Ham
44,2,12,Fabián,Balbuena,10/11/2018,4,West Ham
44,0,13,Fabián,Balbuena,24/11/2018,4,West Ham
44,6,14,Fabián,Balbuena,01/12/2018,4,West Ham
44,0,15,Fabián,Balbuena,04/12/2018,4,West Ham
44,1,16,Fabián,Balbuena,08/12/2018,4,West Ham
44,6,17,Fabián,Balbuena,15/12/2018,4,West Ham
44,0,18,Fabián,Balbuena,22/12/2018,4,West Ham
45,0,19,Fabián,Balbuena,27/12/2018,4,West Ham
44,0,20,Fabián,Balbuena,30/12/2018,4,West Ham
44,0,21,Fabián,Balbuena,02/01/2019,4,West Ham
43,0,22,Fabián,Balbuena,12/01/2019,4,West Ham
43,0,23,Fabián,Balbuena,19/01/2019,4,West Ham
42,0,24,Fabián,Balbuena,29/01/2019,4,West Ham
42,0,25,Fabián,Balbuena,04/02/2019,4,West Ham
42,0,26,Fabián,Balbuena,09/02/2019,4,West Ham
42,0,27,Fabián,Balbuena,22/02/2019,4,West Ham
42,0,28,Fabián,Balbuena,27/02/2019,4,West Ham
42,0,29,Fabián,Balbuena,02/03/2019,4,West Ham
42,0,30,Fabián,Balbuena,09/03/2019,4,West Ham
42,0,31,Fabián,Balbuena,16/03/2019,4,West Ham
42,0,32,Fabián,Balbuena,30/03/2019,4,West Ham
42,1,33,Fabián,Balbuena,08/04/2019,4,West Ham
42,1,34,Fabián,Balbuena,13/04/2019,4,West Ham
42,1,35,Fabián,Balbuena,20/04/2019,4,West Ham
42,6,36,Fabián,Balbuena,27/04/2019,4,West Ham
42,6,37,Fabián,Balbuena,04/05/2019,4,West Ham
42,2,38,Fabián,Balbuena,12/05/2019,4,West Ham
70,2,1,Felipe Anderson,Pereira Gomes,12/08/2018,8,West Ham
70,1,2,Felipe Anderson,Pereira Gomes,18/08/2018,8,West Ham
69,5,3,Felipe Anderson,Pereira Gomes,25/08/2018,8,West Ham
69,2,4,Felipe Anderson,Pereira Gomes,01/09/2018,8,West Ham
69,2,5,Felipe Anderson,Pereira Gomes,16/09/2018,8,West Ham
69,2,6,Felipe Anderson,Pereira Gomes,23/09/2018,8,West Ham
68,10,7,Felipe Anderson,Pereira Gomes,29/09/2018,8,West Ham
68,2,8,Felipe Anderson,Pereira Gomes,05/10/2018,8,West Ham
68,1,9,Felipe Anderson,Pereira Gomes,20/10/2018,8,West Ham
68,3,10,Felipe Anderson,Pereira Gomes,27/10/2018,8,West Ham
68,13,11,Felipe Anderson,Pereira Gomes,03/11/2018,8,West Ham
69,9,12,Felipe Anderson,Pereira Gomes,10/11/2018,8,West Ham
69,2,13,Felipe Anderson,Pereira Gomes,24/11/2018,8,West Ham
70,10,14,Felipe Anderson,Pereira Gomes,01/12/2018,8,West Ham
71,2,15,Felipe Anderson,Pereira Gomes,04/12/2018,8,West Ham
72,12,16,Felipe Anderson,Pereira Gomes,08/12/2018,8,West Ham
73,6,17,Felipe Anderson,Pereira Gomes,15/12/2018,8,West Ham
74,2,18,Felipe Anderson,Pereira Gomes,22/12/2018,8,West Ham
73,15,19,Felipe Anderson,Pereira Gomes,27/12/2018,8,West Ham
73,2,20,Felipe Anderson,Pereira Gomes,30/12/2018,8,West Ham
74,2,21,Felipe Anderson,Pereira Gomes,02/01/2019,8,West Ham
74,3,22,Felipe Anderson,Pereira Gomes,12/01/2019,8,West Ham
73,2,23,Felipe Anderson,Pereira Gomes,19/01/2019,8,West Ham
72,2,24,Felipe Anderson,Pereira Gomes,29/01/2019,8,West Ham
71,8,25,Felipe Anderson,Pereira Gomes,04/02/2019,8,West Ham
71,2,26,Felipe Anderson,Pereira Gomes,09/02/2019,8,West Ham
72,2,27,Felipe Anderson,Pereira Gomes,22/02/2019,8,West Ham
72,2,28,Felipe Anderson,Pereira Gomes,27/02/2019,8,West Ham
72,3,29,Felipe Anderson,Pereira Gomes,02/03/2019,8,West Ham
72,1,30,Felipe Anderson,Pereira Gomes,09/03/2019,8,West Ham
72,5,31,Felipe Anderson,Pereira Gomes,16/03/2019,8,West Ham
71,0,32,Felipe Anderson,Pereira Gomes,30/03/2019,8,West Ham
70,2,33,Felipe Anderson,Pereira Gomes,08/04/2019,8,West Ham
70,8,34,Felipe Anderson,Pereira Gomes,13/04/2019,8,West Ham
69,2,35,Felipe Anderson,Pereira Gomes,20/04/2019,8,West Ham
69,3,36,Felipe Anderson,Pereira Gomes,27/04/2019,8,West Ham
69,0,37,Felipe Anderson,Pereira Gomes,04/05/2019,8,West Ham
68,5,38,Felipe Anderson,Pereira Gomes,12/05/2019,8,West Ham
45,0,1,Issa,Diop,12/08/2018,23,West Ham
45,0,2,Issa,Diop,18/08/2018,23,West Ham
44,-2,3,Issa,Diop,25/08/2018,23,West Ham
44,2,4,Issa,Diop,01/09/2018,23,West Ham
44,2,5,Issa,Diop,16/09/2018,23,West Ham
43,6,6,Issa,Diop,23/09/2018,23,West Ham
43,2,7,Issa,Diop,29/09/2018,23,West Ham
43,2,8,Issa,Diop,05/10/2018,23,West Ham
43,2,9,Issa,Diop,20/10/2018,23,West Ham
43,2,10,Issa,Diop,27/10/2018,23,West Ham
43,1,11,Issa,Diop,03/11/2018,23,West Ham
43,2,12,Issa,Diop,10/11/2018,23,West Ham
43,0,13,Issa,Diop,24/11/2018,23,West Ham
43,6,14,Issa,Diop,01/12/2018,23,West Ham
43,2,15,Issa,Diop,04/12/2018,23,West Ham
43,0,16,Issa,Diop,08/12/2018,23,West Ham
43,7,17,Issa,Diop,15/12/2018,23,West Ham
43,0,18,Issa,Diop,22/12/2018,23,West Ham
43,2,19,Issa,Diop,27/12/2018,23,West Ham
43,1,20,Issa,Diop,30/12/2018,23,West Ham
43,1,21,Issa,Diop,02/01/2019,23,West Ham
